Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,spend_ratio,spend_deviation_abs,is_spend_spike,is_new_account,account_age_years,is_low_history,txn_hour,txn_day_of_week,is_night_txn,is_weekend,risk_flag_count
T100013,CUST4855,2023-04-20 21:27:00,19.1,Entertainment,Credit Card,POS,Chennai,0,143,305.54,359,0,0,0.06251227335209793,286.44,0,0,0.9835616438356164,0,21,3,0,0,0
T100014,CUST1114,2023-07-24 10:27:00,16.05,Travel,Credit Card,Desktop,Mumbai,0,79,290.74,1178,0,0,0.055203962303088674,274.69,0,0,3.2273972602739724,0,10,0,0,0,0
T100015,CUST5555,2023-08-14 12:04:00,16.21,Grocery,PayPal,Mobile,Chennai,0,156,291.65,1369,0,0,0.05558031887536431,275.44,0,0,3.750684931506849,0,12,0,0,0,0
T100016,CUST7395,2024-01-20 05:58:00,29.02,Travel,NetBanking,POS,Pune,0,36,135.36,987,0,0,0.2143912529550827,106.34000000000002,0,0,2.7041095890410958,0,5,5,0,1,0
T100017,CUST5632,2023-07-01 12:06:00,59.51,Entertainment,NetBanking,Desktop,Kolkata,0,54,320.02,349,0,0,0.18595712767952002,260.51,0,0,0.9561643835616438,0,12,5,0,1,0
T100018,CUST7496,2023-07-30 09:36:00,45.24,Utilities,Debit Card,Desktop,Mumbai,0,145,454.63,504,0,0,0.09950949123463036,409.39,0,0,1.3808219178082193,0,9,6,0,1,0
T100019,CUST2634,2023-12-06 15:34:00,27.54,Travel,Debit Card,POS,Hyderabad,1,100,200.45,1542,0,0,0.13739087054128213,172.91,0,0,4.2246575342465755,0,15,2,0,0,1
T100020,CUST2854,2023-08-25 19:33:00,75.71,Food,PayPal,Mobile,Kolkata,0,86,318.98,855,0,0,0.23735030409430055,243.27000000000004,0,0,2.3424657534246576,0,19,4,0,0,0
T100021,CUST6465,2023-01-03 07:09:00,12.02,Grocery,Debit Card,Desktop,Mumbai,0,22,129.55,543,0,0,0.09278270937861828,117.53000000000002,0,0,1.4876712328767123,0,7,1,0,0,0
T100022,CUST4900,2023-02-05 11:58:00,27.64,Entertainment,PayPal,Mobile,Bengaluru,0,75,33.66,363,0,0,0.8211527035056447,6.019999999999996,0,0,0.9945205479452055,0,11,6,0,1,0
T100023,CUST3087,2023-09-21 18:00:00,36.5,Grocery,Credit Card,Mobile,Pune,0,36,297.01,1124,0,0,0.12289148513518064,260.51,0,0,3.0794520547945203,0,18,3,0,0,0
T100024,CUST7223,2023-08-12 04:50:00,48.71,Grocery,Debit Card,POS,Chennai,0,29,33.3,494,0,0,1.4627627627627628,15.410000000000004,0,0,1.3534246575342466,0,4,5,1,1,1
T100025,CUST3347,2023-11-08 02:26:00,123.03,Electronics,Credit Card,Desktop,Chennai,0,183,364.56,1429,0,0,0.33747531270572745,241.53,0,0,3.915068493150685,0,2,2,1,0,1
T100026,CUST9119,2023-02-24 09:47:00,17.82,Entertainment,UPI,Desktop,Chennai,0,170,338.47,753,0,0,0.05264868378290542,320.65000000000003,0,0,2.063013698630137,0,9,4,0,0,0
T100027,CUST8120,2023-11-11 19:01:00,57.76,Travel,PayPal,Mobile,Delhi,0,160,190.97,37,0,0,0.3024558831230036,133.21,0,0,0.10136986301369863,0,19,5,0,1,0
T100028,CUST4506,2023-07-23 02:04:00,71.8,Grocery,UPI,POS,Delhi,0,142,211.53,1749,0,0,0.33943175908854534,139.73000000000002,0,0,4.791780821917809,0,2,6,1,1,1
T100029,CUST7707,2023-05-19 15:59:00,3.81,Health,Debit Card,POS,Bengaluru,0,18,459.7,193,0,0,0.008288013922123125,455.89,0,0,0.5287671232876713,0,15,4,0,0,0
T100030,CUST2161,2023-01-18 12:48:00,74.83,Electronics,Credit Card,POS,Hyderabad,0,38,16.44,810,0,0,4.551703163017031,58.39,1,0,2.219178082191781,0,12,2,0,0,1
T100031,CUST1325,2024-01-31 03:23:00,14.96,Food,Debit Card,Mobile,Delhi,0,101,286.02,1348,0,0,0.052304034682889314,271.06,0,0,3.6931506849315068,0,3,2,1,0,1
T100032,CUST3979,2023-10-11 01:37:00,5.38,Grocery,UPI,Mobile,Mumbai,0,34,462.45,387,1,1,0.011633690128662558,457.07,0,0,1.0602739726027397,0,1,2,1,0,2
T100033,CUST5190,2023-12-04 17:57:00,237.9,Utilities,Debit Card,Desktop,Kolkata,0,121,457.85,110,0,0,0.5196024898984384,219.95000000000002,0,0,0.3013698630136986,0,17,0,0,0,0
T100034,CUST3166,2023-10-20 22:48:00,269.65,Grocery,NetBanking,POS,Pune,0,173,296.48,803,0,0,0.9095048569886669,26.83000000000004,0,0,2.2,0,22,4,0,0,0
T100035,CUST3576,2023-03-17 09:52:00,132.19,Electronics,UPI,Mobile,Bengaluru,0,87,196.8,1328,0,0,0.6716971544715447,64.61000000000001,0,0,3.638356164383562,0,9,4,0,0,0
T100036,CUST1493,2023-07-31 16:19:00,29.06,Travel,Debit Card,POS,Kolkata,0,160,58.46,950,0,0,0.49709202873759833,29.400000000000002,0,0,2.6027397260273974,0,16,0,0,0,0
T100037,CUST8245,2023-04-01 07:08:00,8.22,Health,Credit Card,Mobile,Hyderabad,0,110,95.15,928,0,0,0.08638991066736731,86.93,0,0,2.5424657534246577,0,7,5,0,1,0
T100038,CUST3909,2024-01-23 20:25:00,92.22,Utilities,Debit Card,Desktop,Kolkata,0,67,343.04,1670,0,0,0.26883162313432835,250.82000000000002,0,0,4.575342465753424,0,20,1,0,0,0
T100039,CUST1360,2023-11-15 13:59:00,46.41,Food,Credit Card,POS,Mumbai,0,191,18.15,1874,0,0,2.55702479338843,28.259999999999998,0,0,5.134246575342465,0,13,2,0,0,0
T100040,CUST2212,2023-05-20 06:51:00,10.41,Utilities,NetBanking,Mobile,Chennai,1,183,442.91,1593,0,0,0.023503646338985346,432.5,0,0,4.364383561643836,0,6,5,0,1,1
T100041,CUST3656,2023-07-09 03:30:00,54.68,Grocery,Debit Card,POS,Delhi,0,43,298.09,951,0,0,0.18343453319467276,243.40999999999997,0,0,2.6054794520547944,0,3,6,1,1,1
T100042,CUST3592,2023-02-14 13:13:00,2.8,Travel,NetBanking,Mobile,Mumbai,0,123,32.12,1100,0,0,0.08717310087173101,29.319999999999997,0,0,3.0136986301369864,0,13,1,0,0,0
T100043,CUST8635,2023-11-28 15:15:00,192.03,Entertainment,UPI,Mobile,Hyderabad,0,22,127.49,1445,0,0,1.5062357831986823,64.54,0,0,3.958904109589041,0,15,1,0,0,0
T100044,CUST5983,2024-02-01 09:14:00,23.96,Health,Credit Card,Mobile,Bengaluru,0,87,301.16,854,0,0,0.07955903838491167,277.20000000000005,0,0,2.33972602739726,0,9,3,0,0,0
T100045,CUST2739,2023-09-05 19:28:00,86.9,Entertainment,UPI,POS,Kolkata,0,196,27.44,1620,0,0,3.1669096209912535,59.46000000000001,1,0,4.438356164383562,0,19,1,0,0,1
T100046,CUST9003,2023-08-25 11:16:00,29.88,Health,Credit Card,Mobile,Mumbai,0,77,392.19,1047,0,0,0.07618756215099824,362.31,0,0,2.8684931506849316,0,11,4,0,0,0
T100047,CUST2821,2024-02-20 11:11:00,58.73,Food,NetBanking,Desktop,Bengaluru,0,125,460.76,1132,0,0,0.1274633214688775,402.03,0,0,3.1013698630136988,0,11,1,0,0,0
T100048,CUST9659,2023-08-26 14:51:00,63.3,Fashion,PayPal,POS,Chennai,0,96,481.0,1566,0,0,0.1316008316008316,417.7,0,0,4.2904109589041095,0,14,5,0,1,0
T100049,CUST2346,2023-09-18 19:18:00,16.35,Health,Debit Card,Desktop,Hyderabad,0,122,369.49,709,0,0,0.04425018268424044,353.14,0,0,1.9424657534246574,0,19,0,0,0,0
T100050,CUST5035,2023-06-19 13:21:00,279.42,Fashion,NetBanking,Desktop,Hyderabad,0,157,429.84,1076,0,0,0.6500558347292016,150.41999999999996,0,0,2.947945205479452,0,13,0,0,0,0
T100051,CUST9085,2023-04-17 07:52:00,119.38,Entertainment,Credit Card,POS,Kolkata,0,40,309.25,1281,0,0,0.38603071948261924,189.87,0,0,3.5095890410958903,0,7,0,0,0,0
T100052,CUST8966,2023-02-26 13:39:00,224.41,Health,Credit Card,Mobile,Delhi,0,104,234.69,467,0,0,0.9561975371767012,10.280000000000001,0,0,1.2794520547945205,0,13,6,0,1,0
T100053,CUST2691,2023-11-13 01:08:00,180.17,Food,Credit Card,Desktop,Pune,0,173,359.44,1351,0,0,0.5012519474738482,179.27,0,0,3.7013698630136984,0,1,0,1,0,1
T100054,CUST8792,2023-12-26 23:27:00,72.88,Electronics,Credit Card,POS,Hyderabad,0,119,119.85,975,0,0,0.6080934501460158,46.97,0,0,2.671232876712329,0,23,1,0,0,0
T100055,CUST4298,2024-01-22 12:52:00,203.95,Food,Debit Card,Mobile,Mumbai,0,138,63.79,1313,1,0,3.1972095939802476,140.16,1,0,3.5972602739726027,0,12,0,0,0,2
T100056,CUST3212,2023-09-13 20:55:00,7.41,Food,UPI,POS,Mumbai,0,173,383.31,805,0,0,0.019331611489395006,375.9,0,0,2.2054794520547945,0,20,2,0,0,0
T100057,CUST7028,2023-11-15 17:01:00,17.45,Electronics,PayPal,POS,Mumbai,0,120,479.51,705,0,0,0.03639131613522137,462.06,0,0,1.9315068493150684,0,17,2,0,0,0
T100058,CUST2571,2023-04-02 13:38:00,3.7,Electronics,Debit Card,POS,Chennai,0,17,292.96,39,0,0,0.01262971054068815,289.26,0,0,0.10684931506849316,0,13,6,0,1,0
T100059,CUST5418,2023-12-20 15:31:00,31.48,Travel,Credit Card,Mobile,Hyderabad,0,102,246.45,1681,0,0,0.12773382024751473,214.97,0,0,4.605479452054794,0,15,2,0,0,0
T100060,CUST4067,2023-09-15 21:56:00,39.37,Health,Debit Card,Desktop,Hyderabad,0,130,271.86,187,0,0,0.14481718531597143,232.49,0,0,0.5123287671232877,0,21,4,0,0,0
T100061,CUST2426,2023-01-24 00:12:00,25.32,Entertainment,NetBanking,Desktop,Mumbai,0,145,244.45,897,0,0,0.10357946410308858,219.13,0,0,2.4575342465753423,0,0,1,1,0,1
T100062,CUST9284,2023-11-03 06:55:00,141.16,Travel,Credit Card,POS,Kolkata,0,108,226.68,813,0,0,0.6227280748191283,85.52000000000001,0,0,2.2273972602739724,0,6,4,0,0,0
T100063,CUST2607,2023-04-05 16:54:00,35.3,Electronics,PayPal,POS,Delhi,0,90,474.05,1211,0,0,0.07446471891150722,438.75,0,0,3.317808219178082,0,16,2,0,0,0
T100064,CUST3042,2023-10-18 08:06:00,26.38,Fashion,Credit Card,Mobile,Kolkata,0,119,245.08,349,0,0,0.10763832218051247,218.70000000000002,0,0,0.9561643835616438,0,8,2,0,0,0
T100065,CUST7186,2023-03-15 20:47:00,62.59,Entertainment,PayPal,POS,Delhi,0,166,49.74,1929,0,0,1.2583433856051467,12.850000000000001,0,0,5.284931506849315,0,20,2,0,0,0
T100066,CUST3125,2023-09-09 16:36:00,12.15,Fashion,PayPal,POS,Hyderabad,0,165,385.1,1255,0,0,0.03155024668917164,372.95000000000005,0,0,3.4383561643835616,0,16,5,0,1,0
T100067,CUST4819,2023-03-18 08:53:00,129.64,Food,UPI,POS,Kolkata,0,63,201.87,150,0,0,0.64219547233368,72.23000000000002,0,0,0.410958904109589,0,8,5,0,1,0
T100068,CUST9580,2023-04-25 10:57:00,6.2,Grocery,UPI,Desktop,Hyderabad,1,5,358.24,168,0,0,0.017306833407771328,352.04,0,0,0.4602739726027397,0,10,1,0,0,1
T100069,CUST1147,2023-08-02 03:27:00,346.73,Food,Debit Card,POS,Bengaluru,0,25,293.99,703,0,0,1.1793938569339093,52.74000000000001,0,0,1.926027397260274,0,3,2,1,0,1
T100070,CUST6606,2023-12-04 14:21:00,118.36,Food,Debit Card,Desktop,Hyderabad,0,73,359.46,1773,0,0,0.3292716853057364,241.09999999999997,0,0,4.857534246575343,0,14,0,0,0,0
T100071,CUST5408,2023-06-11 14:22:00,17.72,Grocery,PayPal,Mobile,Kolkata,0,124,40.38,1620,0,0,0.4388311045071817,22.660000000000004,0,0,4.438356164383562,0,14,6,0,1,0
T100072,CUST5894,2023-08-31 22:22:00,0.44,Health,Credit Card,Mobile,Mumbai,0,22,26.6,1392,0,0,0.016541353383458645,26.16,0,0,3.813698630136986,0,22,3,0,0,0
T100073,CUST2246,2023-08-08 04:50:00,135.19,Electronics,NetBanking,Desktop,Pune,0,93,195.49,1313,0,0,0.6915443245178781,60.30000000000001,0,0,3.5972602739726027,0,4,1,1,0,1
T100074,CUST1724,2023-05-25 23:41:00,98.17,Fashion,NetBanking,Desktop,Chennai,0,191,349.65,1486,0,0,0.2807664807664808,251.47999999999996,0,0,4.071232876712329,0,23,3,0,0,0
T100075,CUST7806,2023-12-21 08:54:00,104.45,Food,Credit Card,Desktop,Hyderabad,0,35,119.6,73,0,0,0.8733277591973245,15.149999999999991,0,0,0.2,0,8,3,0,0,0
T100076,CUST7508,2024-02-17 20:42:00,118.02,Grocery,Credit Card,Desktop,Hyderabad,0,55,222.37,1212,0,0,0.5307370598551963,104.35000000000001,0,0,3.3205479452054796,0,20,5,0,1,0
T100077,CUST8906,2023-08-11 04:49:00,6.15,Travel,UPI,POS,Mumbai,0,128,490.6,845,0,0,0.012535670607419487,484.45000000000005,0,0,2.315068493150685,0,4,4,1,0,1
T100078,CUST5054,2023-09-14 23:55:00,35.51,Food,NetBanking,Desktop,Bengaluru,0,20,115.29,1408,0,0,0.30800589816983254,79.78,0,0,3.8575342465753426,0,23,3,0,0,0
T100079,CUST3837,2023-10-26 18:15:00,9.85,Fashion,PayPal,Desktop,Pune,0,5,425.49,127,0,0,0.023149780253354953,415.64,0,0,0.34794520547945207,0,18,3,0,0,0
T100080,CUST5115,2023-01-13 03:23:00,159.08,Electronics,Debit Card,Desktop,Hyderabad,0,167,414.48,1591,0,0,0.3838062150164061,255.4,0,0,4.358904109589041,0,3,4,1,0,1
T100081,CUST7480,2023-02-09 10:27:00,78.1,Food,UPI,POS,Delhi,0,63,446.76,1924,0,0,0.17481421792461277,368.65999999999997,0,0,5.271232876712329,0,10,3,0,0,0
T100082,CUST6297,2024-02-07 09:51:00,32.15,Food,NetBanking,POS,Delhi,0,32,458.42,1763,0,0,0.0701321931852886,426.27000000000004,0,0,4.83013698630137,0,9,2,0,0,0
T100083,CUST4338,2023-11-05 08:49:00,5.25,Health,Credit Card,POS,Delhi,0,191,258.59,1662,1,0,0.020302409219227352,253.33999999999997,0,0,4.553424657534246,0,8,6,0,1,1
T100084,CUST8393,2023-01-29 21:17:00,29.8,Utilities,NetBanking,Mobile,Chennai,0,74,344.15,268,0,0,0.08659014964405057,314.34999999999997,0,0,0.7342465753424657,0,21,6,0,1,0
T100085,CUST3641,2023-09-09 13:55:00,31.47,Grocery,PayPal,POS,Chennai,0,168,313.26,504,0,0,0.1004596820532465,281.78999999999996,0,0,1.3808219178082193,0,13,5,0,1,0
T100086,CUST6597,2023-02-25 19:33:00,104.63,Travel,UPI,Desktop,Pune,0,145,161.38,553,0,0,0.6483455198909406,56.75,0,0,1.515068493150685,0,19,5,0,1,0
T100087,CUST1897,2023-03-02 18:46:00,81.19,Travel,Credit Card,POS,Hyderabad,0,101,147.1,586,1,0,0.5519374575118967,65.91,0,0,1.6054794520547946,0,18,3,0,0,1
T100088,CUST1518,2024-01-24 00:05:00,174.58,Entertainment,PayPal,POS,Hyderabad,0,79,177.37,1445,1,1,0.9842701697017534,2.789999999999992,0,0,3.958904109589041,0,0,2,1,0,2
T100089,CUST2994,2023-06-16 08:07:00,51.13,Electronics,Debit Card,Desktop,Hyderabad,0,160,117.04,38,0,0,0.4368591934381408,65.91,0,0,0.10410958904109589,0,8,4,0,0,0
T100090,CUST1456,2023-10-11 18:48:00,10.19,Entertainment,UPI,POS,Chennai,0,23,381.12,1566,0,0,0.026736985726280436,370.93,0,0,4.2904109589041095,0,18,2,0,0,0
T100091,CUST8947,2023-03-26 22:06:00,99.93,Fashion,PayPal,Mobile,Pune,0,188,482.64,1442,1,0,0.20704873197414222,382.71,0,0,3.9506849315068493,0,22,6,0,1,1
T100092,CUST6459,2023-05-18 22:53:00,114.43,Electronics,PayPal,POS,Hyderabad,0,56,435.21,1892,0,0,0.2629305392798879,320.78,0,0,5.183561643835616,0,22,3,0,0,0
T100093,CUST8530,2023-04-24 01:43:00,65.91,Food,Credit Card,Mobile,Mumbai,0,137,116.79,1263,0,0,0.5643462625224762,50.88000000000001,0,0,3.4602739726027396,0,1,0,1,0,1
T100094,CUST6489,2023-09-28 06:34:00,117.91,Utilities,Debit Card,Mobile,Bengaluru,1,106,35.44,1107,0,1,3.3270316027088036,82.47,1,0,3.032876712328767,0,6,3,0,0,2
T100095,CUST6062,2023-06-09 08:48:00,54.47,Food,PayPal,Mobile,Kolkata,1,69,380.98,645,0,1,0.14297338442962884,326.51,0,0,1.7671232876712328,0,8,4,0,0,1
T100096,CUST8011,2023-06-19 06:45:00,59.17,Travel,UPI,Desktop,Delhi,0,190,201.2,181,0,0,0.2940854870775348,142.02999999999997,0,0,0.4958904109589041,0,6,0,0,0,0
T100097,CUST6512,2023-10-27 02:52:00,44.63,Fashion,PayPal,POS,Delhi,0,192,414.06,439,0,0,0.10778631116263344,369.43,0,0,1.2027397260273973,0,2,4,1,0,1
T100098,CUST5854,2024-01-21 05:46:00,2.06,Grocery,NetBanking,Mobile,Mumbai,1,22,391.83,39,0,0,0.005257382027920272,389.77,0,0,0.10684931506849316,0,5,6,0,1,1
T100099,CUST1730,2023-07-15 22:54:00,9.13,Fashion,UPI,Mobile,Hyderabad,0,32,316.45,986,0,0,0.02885131932374783,307.32,0,0,2.7013698630136984,0,22,5,0,1,0
T100100,CUST3365,2023-05-03 11:18:00,2.55,Food,UPI,POS,Pune,0,175,135.12,581,0,0,0.01887211367673179,132.57,0,0,1.5917808219178082,0,11,2,0,0,0
T100101,CUST4125,2023-03-23 08:47:00,80.94,Grocery,PayPal,Desktop,Pune,0,2,60.98,585,0,0,1.327320432928829,19.96,0,0,1.6027397260273972,1,8,3,0,0,0
T100102,CUST8316,2023-03-16 20:08:00,30.19,Fashion,Credit Card,Desktop,Chennai,0,123,133.8,909,0,0,0.2256352765321375,103.61000000000001,0,0,2.4904109589041097,0,20,3,0,0,0
T100103,CUST9981,2023-04-12 20:40:00,56.83,Utilities,UPI,Mobile,Hyderabad,0,85,259.78,297,0,0,0.21876202940950037,202.95,0,0,0.8136986301369863,0,20,2,0,0,0
T100104,CUST3591,2024-02-11 11:14:00,190.5,Utilities,NetBanking,Desktop,Pune,0,180,489.94,1043,0,0,0.3888231211985141,299.44,0,0,2.8575342465753426,0,11,6,0,1,0
T100105,CUST7521,2023-03-24 02:13:00,22.94,Fashion,Credit Card,POS,Hyderabad,0,14,41.21,1843,0,0,0.5566610046105315,18.27,0,0,5.049315068493151,0,2,4,1,0,1
T100106,CUST5225,2023-08-01 15:23:00,42.26,Grocery,Credit Card,Desktop,Delhi,0,37,108.04,696,0,0,0.3911514253980007,65.78,0,0,1.906849315068493,0,15,1,0,0,0
T100107,CUST8766,2023-06-30 03:33:00,112.7,Food,Credit Card,POS,Kolkata,0,27,317.37,480,0,0,0.35510602766487065,204.67000000000002,0,0,1.3150684931506849,0,3,4,1,0,1
T100108,CUST9026,2023-11-26 02:23:00,20.78,Fashion,UPI,Mobile,Kolkata,0,152,159.14,623,0,1,0.13057685057182358,138.35999999999999,0,0,1.7068493150684931,0,2,6,1,1,1
T100109,CUST9033,2023-12-27 06:53:00,6.41,Grocery,Credit Card,POS,Kolkata,0,64,430.67,1250,0,0,0.014883785729212623,424.26,0,0,3.4246575342465753,0,6,2,0,0,0
T100110,CUST3953,2024-02-14 08:48:00,27.37,Health,PayPal,Mobile,Delhi,0,70,78.31,427,0,0,0.3495083641935896,50.94,0,0,1.16986301369863,0,8,2,0,0,0
T100111,CUST3617,2024-02-21 04:08:00,14.06,Utilities,Credit Card,POS,Chennai,0,154,481.95,950,0,0,0.029173150741778193,467.89,0,0,2.6027397260273974,0,4,2,1,0,1
T100112,CUST3984,2023-08-10 10:57:00,212.4,Health,NetBanking,POS,Kolkata,0,182,457.06,1105,0,0,0.46470922854767427,244.66,0,0,3.0273972602739727,0,10,3,0,0,0
T100113,CUST2479,2023-08-31 02:43:00,132.07,Food,Debit Card,Desktop,Delhi,0,15,444.89,1788,0,0,0.29685989795230283,312.82,0,0,4.898630136986301,0,2,3,1,0,1
T100114,CUST2620,2023-12-26 11:38:00,80.28,Grocery,NetBanking,POS,Hyderabad,0,29,94.8,1522,0,0,0.8468354430379748,14.519999999999996,0,0,4.16986301369863,0,11,1,0,0,0
T100115,CUST5219,2023-09-24 00:09:00,164.12,Health,UPI,Mobile,Kolkata,0,74,171.45,1421,0,0,0.9572470107903179,7.329999999999984,0,0,3.893150684931507,0,0,6,1,1,1
T100116,CUST7975,2023-06-18 04:34:00,130.24,Grocery,Credit Card,POS,Mumbai,0,28,404.01,1427,0,0,0.32236825821143045,273.77,0,0,3.9095890410958902,0,4,6,1,1,1
T100117,CUST7539,2024-01-28 04:56:00,16.52,Fashion,Credit Card,Mobile,Chennai,0,59,405.83,1112,0,0,0.04070669984969076,389.31,0,0,3.0465753424657533,0,4,6,1,1,1
T100118,CUST1517,2023-07-17 13:56:00,178.47,Food,PayPal,Mobile,Mumbai,0,73,355.54,323,0,0,0.5019688361365809,177.07000000000002,0,0,0.8849315068493151,0,13,0,0,0,0
T100119,CUST8363,2023-05-16 11:23:00,62.01,Health,Credit Card,POS,Hyderabad,0,149,229.54,817,0,0,0.27014899363945283,167.53,0,0,2.2383561643835614,0,11,1,0,0,0
T100120,CUST6820,2023-07-09 18:48:00,131.79,Entertainment,NetBanking,Desktop,Chennai,0,10,162.68,1899,0,0,0.8101180231128595,30.890000000000015,0,0,5.2027397260273975,0,18,6,0,1,0
T100121,CUST8212,2023-07-04 13:41:00,181.14,Fashion,UPI,POS,Mumbai,0,132,481.85,1841,0,0,0.3759261180865414,300.71000000000004,0,0,5.043835616438356,0,13,1,0,0,0
T100122,CUST4467,2023-10-19 20:05:00,30.62,Utilities,Debit Card,POS,Chennai,0,62,78.24,981,0,0,0.39135991820040905,47.61999999999999,0,0,2.6876712328767125,0,20,3,0,0,0
T100123,CUST2592,2023-10-13 04:56:00,9.33,Entertainment,Credit Card,Desktop,Hyderabad,0,132,31.44,898,0,1,0.2967557251908397,22.11,0,0,2.4602739726027396,0,4,4,1,0,1
T100124,CUST6576,2023-11-14 10:41:00,20.69,Entertainment,Debit Card,Mobile,Pune,0,127,14.47,139,0,0,1.4298548721492743,6.220000000000001,0,0,0.38082191780821917,0,10,1,0,0,0
T100125,CUST2528,2023-06-19 17:23:00,44.56,Electronics,Credit Card,POS,Kolkata,0,6,389.76,1595,0,0,0.11432676518883417,345.2,0,0,4.36986301369863,0,17,0,0,0,0
T100126,CUST1719,2023-05-05 02:58:00,136.31,Electronics,UPI,Desktop,Chennai,0,80,37.79,136,0,0,3.607038899179677,98.52000000000001,1,0,0.3726027397260274,0,2,4,1,0,2
T100127,CUST7173,2023-03-25 15:32:00,157.71,Food,NetBanking,Desktop,Kolkata,0,72,273.94,1042,0,0,0.5757100094911295,116.22999999999999,0,0,2.8547945205479452,0,15,5,0,1,0
T100128,CUST4829,2023-12-15 23:14:00,0.56,Health,UPI,Mobile,Kolkata,0,16,189.97,326,0,0,0.002947833868505554,189.41,0,0,0.8931506849315068,0,23,4,0,0,0
T100129,CUST6110,2023-02-04 21:50:00,57.19,Health,Debit Card,Desktop,Pune,0,38,81.98,1905,0,0,0.6976091729690168,24.790000000000006,0,0,5.219178082191781,0,21,5,0,1,0
T100130,CUST5005,2023-09-22 20:59:00,43.22,Health,Credit Card,Mobile,Hyderabad,0,177,372.89,868,0,0,0.11590549491807235,329.66999999999996,0,0,2.378082191780822,0,20,4,0,0,0
T100131,CUST6566,2023-11-26 08:03:00,20.09,Grocery,Debit Card,POS,Chennai,0,189,36.95,1884,0,0,0.5437077131258456,16.860000000000003,0,0,5.161643835616438,0,8,6,0,1,0
T100132,CUST6348,2024-01-09 19:08:00,10.21,Fashion,NetBanking,Desktop,Chennai,0,65,166.01,1148,0,0,0.06150231913740137,155.79999999999998,0,0,3.1452054794520548,0,19,1,0,0,0
T100133,CUST3810,2023-03-08 20:01:00,32.95,Health,UPI,POS,Pune,0,126,285.47,1850,0,0,0.11542368725260098,252.52000000000004,0,0,5.068493150684931,0,20,2,0,0,0
T100134,CUST2593,2023-09-10 11:10:00,229.05,Fashion,Debit Card,Desktop,Delhi,0,83,207.18,1772,0,0,1.1055603822762816,21.870000000000005,0,0,4.854794520547945,0,11,6,0,1,0
